what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840342893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840343721
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1337840442671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840461266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840473174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840475174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840480080
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1337840480122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840485942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840489384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAs",1337840489392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840490580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840492129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840652030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840709916
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337840763419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337840766866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337840886051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337841003135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337841083492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337841168410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337841268165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337841270378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337841272191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337841305959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337841364259
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1337841572122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337841572604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337841661520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337841662133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337841686509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337841691197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337841805697
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337841865205
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337841867252
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337841869972
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337841870232
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337841870317
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337841877200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337841922025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337842053268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337842068802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337842071831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337842203090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337842233171
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.scroll.lineDown",1337842233352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337842235688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337842242330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337842249859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337842258117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337842937205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337842940740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337842970864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337843019219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337843203919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337843231704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337843234864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337843248503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337843297121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337843480202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337843482516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337843737636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337843739804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337843750527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337843779770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337843785059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844031452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844053767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844073748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844076953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844086086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844111995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844112999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844114606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844129134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844130807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844133529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844134607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844142355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844144316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844152166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844153460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844158911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844162960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337844240501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337845688547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337845715374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337845716594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337846165725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337846202544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337846830239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337846885193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1337846972580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1337846973006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1337846973368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337847005012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337847031782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337847045492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337847195388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337847219658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337847421755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337847486531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337847614144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337847615947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337847680766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337847684566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337847684782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337847733915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337847827703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337847829100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337847831628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337848058882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337848076828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337848289574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337848299125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337848418883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337848460385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337848460419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337848461828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337848985247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1337849049416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337849049788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337849050027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337849050297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337849050517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337849050872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337849052735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337850327984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337850332024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337850340450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337850364814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337850508035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337857159238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337857160330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337857161781
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337857162202
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1337857163669
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1337857163669
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1337857163669
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1337857163669
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1337857163669
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1337857163731
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1337857163840
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1337857163840
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1337857163840
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1337857163840
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1337857163840
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1337857163840
