what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338354281458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338354333578
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338354334686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338354369848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338354376182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338355078988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1338355079003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338355091515
error,log,,,"Failed to load properties file for project 'Bear'",1338355256532
error,log,,,"Failed to load properties file for project 'BearTest'",1338355256812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338355256984
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338355259730
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338355268590
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338355268590
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338355269760
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338355269760
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338355271383
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338355271383
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338355272288
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338355272397
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338355272568
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338355273504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338355289401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338355298829
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338355298845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338355387599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338355388629
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338355453089
