what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357338325
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357340462
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357341347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357346576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357347796
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357354072
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357359742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357359843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357364586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357365115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357367910
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357369314
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338357375866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357377234
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1338357378708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357378754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338357378766
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357384481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338357394561
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357395589
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357397037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357397282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357397815
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338357400620
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357400882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357429671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357435978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357437462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357438104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357442689
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357445543
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357446623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357446683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357447466
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338357451399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1338357458160
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357460713
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357462793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357463072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357463671
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338357470559
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357470951
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357471059
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357474864
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357476789
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357476789
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357477426
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357477426
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338357479893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357482164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357483650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338357483662
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357486510
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357495220
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357496219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338357496673
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357497569
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357498965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357499209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357500112
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357504630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338357541389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357541644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357543233
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357543562
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357544991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357545078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357545533
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357547159
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338357596626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338357599850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338357603925
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357605115
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357607508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357607596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357608437
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338357612293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1338357616352
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357617101
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357620728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357620776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357621487
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357677134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338357683094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338357708754
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357710382
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357711351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357711450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357711988
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357713395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338357724108
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357725884
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357727442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357727531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357728319
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357729805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357735938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357741697
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338357744348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338357745669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357764979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357770341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338357775641
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357777757
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357779105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357779192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357779706
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357781243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357784215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357795203
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357798218
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357799457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357799530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357800144
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357801660
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338357805957
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338357807536
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338357808337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357808565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338357809129
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1338357813970
