what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338463671782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338463673349
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1338463677157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338463678292
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338463679170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338463679204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338463679658
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338463739723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338463740691
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338463741927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338463794398
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338463796976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338463837436
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338463839644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338463839677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338463840108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338463846627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338463870304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338464026736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338464149630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338464159521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338464452319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338464515463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338464752980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338464762251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338464769232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338467124062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338467371293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338467440627
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338467442191
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338467442376
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338467448467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338467451844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338467452607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338467460305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338467462627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338467463944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338467464530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338467469310
